Id,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageArea,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1442,NA,4426,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,147,Gd,TA,PConc,Gd,TA,848,GasA,848,0,0,848,1,1,1,Gd,3,Typ,1,Attchd,420,TA,Y,0,NA,NA,NA,0,5,2008,WD,Normal,149300
1443,85,11003,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,Gable,CompShg,VinylSd,160,Ex,TA,PConc,Ex,TA,1017,GasA,1026,981,0,2007,2,3,1,Ex,10,Typ,1,Attchd,812,TA,Y,0,NA,NA,NA,0,4,2009,WD,Normal,310000
1444,NA,8854,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,6,6,1916,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,952,Grav,952,0,0,952,1,2,1,Fa,4,Typ,1,Detchd,192,Po,P,0,NA,NA,NA,0,5,2009,WD,Normal,121000
1445,63,8500,Pave,NA,AllPub,FR2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,106,Gd,TA,PConc,Gd,TA,1422,GasA,1422,0,0,1422,2,3,1,Gd,7,Typ,0,Attchd,626,TA,Y,0,NA,NA,NA,0,11,2007,WD,Normal,179600
1446,70,8400,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1966,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,814,GasA,913,0,0,913,1,3,1,TA,6,Typ,0,Detchd,240,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,129000
1447,NA,26142,Pave,NA,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,5,7,1962,Gable,CompShg,HdBoard,189,TA,TA,CBlock,TA,TA,1188,GasA,1188,0,0,1188,1,3,1,TA,6,Typ,0,Attchd,312,TA,P,0,NA,NA,NA,0,4,2010,WD,Normal,157900
1448,80,10000,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,438,Gd,TA,PConc,Gd,TA,1220,GasA,1220,870,0,2090,2,3,1,Gd,8,Typ,1,Attchd,556,TA,Y,0,NA,NA,NA,0,12,2007,WD,Normal,240000
1449,70,11767,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,2Story,4,7,1910,Gable,CompShg,MetalSd,0,TA,TA,CBlock,Fa,TA,560,GasA,796,550,0,1346,1,2,1,TA,6,Min2,0,Detchd,384,TA,Y,0,NA,GdWo,NA,0,5,2007,WD,Normal,112000
1450,21,1533,Pave,NA,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,5,7,1970,Gable,CompShg,CemntBd,0,TA,TA,CBlock,Gd,TA,630,GasA,630,0,0,630,1,1,1,Ex,3,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,8,2006,WD,Abnorml,92000
1451,60,9000,Pave,NA,AllPub,FR2,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,Gable,CompShg,VinylSd,0,TA,TA,CBlock,Gd,TA,896,GasA,896,896,0,1792,2,4,2,TA,8,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,9,2009,WD,Normal,136000
1452,78,9262,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,CemntBd,194,Gd,TA,PConc,Gd,TA,1573,GasA,1578,0,0,1578,2,3,1,Ex,7,Typ,1,Attchd,840,TA,Y,0,NA,NA,NA,0,5,2009,New,Partial,287090
1453,35,3675,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,Gable,CompShg,VinylSd,80,TA,TA,PConc,Gd,TA,547,GasA,1072,0,0,1072,1,2,1,TA,5,Typ,0,Basment,525,TA,Y,0,NA,NA,NA,0,5,2006,WD,Normal,145000
1454,90,17217,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,2006,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,1140,GasA,1140,0,0,1140,1,3,1,TA,6,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,7,2006,WD,Abnorml,84500
1455,62,7500,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1221,GasA,1221,0,0,1221,2,2,1,Gd,6,Typ,0,Attchd,400,TA,Y,0,NA,NA,NA,0,10,2009,WD,Normal,185000
1456,62,7917,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,953,GasA,953,694,0,1647,2,3,1,TA,7,Typ,1,Attchd,460,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,175000
1457,85,13175,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,Gable,CompShg,Plywood,119,TA,TA,CBlock,Gd,TA,1542,GasA,2073,0,0,2073,2,3,1,TA,7,Min1,2,Attchd,500,TA,Y,0,NA,MnPrv,NA,0,2,2010,WD,Normal,210000
1458,66,9042,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,Gable,CompShg,CemntBd,0,Ex,Gd,Stone,TA,Gd,1152,GasA,1188,1152,0,2340,2,4,1,Gd,9,Typ,2,Attchd,252,TA,Y,0,NA,GdPrv,Shed,2500,5,2010,WD,Normal,266500
1459,68,9717,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,Hip,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1078,GasA,1078,0,0,1078,1,2,1,Gd,5,Typ,0,Attchd,240,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,142125
1460,75,9937,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,Gable,CompShg,HdBoard,0,Gd,TA,CBlock,TA,TA,1256,GasA,1256,0,0,1256,1,3,1,TA,6,Typ,0,Attchd,276,TA,Y,0,NA,NA,NA,0,6,2008,WD,Normal,147500
1461,80,11622,Pave,NA,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,882,GasA,896,0,0,896,1,2,1,TA,5,Typ,0,Attchd,730,TA,Y,0,NA,MnPrv,NA,0,6,2010,WD,Normal,
1462,81,14267,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,Hip,CompShg,Wd Sdng,108,TA,TA,CBlock,TA,TA,1329,GasA,1329,0,0,1329,1,3,1,Gd,6,Typ,0,Attchd,312,TA,Y,0,NA,NA,Gar2,12500,6,2010,WD,Normal,
1463,74,13830,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,928,GasA,928,701,0,1629,2,3,1,TA,6,Typ,1,Attchd,482,TA,Y,0,NA,MnPrv,NA,0,3,2010,WD,Normal,
1464,78,9978,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,6,1998,Gable,CompShg,VinylSd,20,TA,TA,PConc,TA,TA,926,GasA,926,678,0,1604,2,3,1,Gd,7,Typ,1,Attchd,470,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1465,43,5005,Pave,NA,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,Gable,CompShg,HdBoard,0,Gd,TA,PConc,Gd,TA,1280,GasA,1280,0,0,1280,2,2,1,Gd,5,Typ,0,Attchd,506,TA,Y,0,NA,NA,NA,0,1,2010,WD,Normal,
1466,75,10000,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,Gable,CompShg,HdBoard,0,TA,TA,PConc,Gd,TA,763,GasA,763,892,0,1655,2,3,1,TA,7,Typ,1,Attchd,440,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1467,NA,7980,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,Gable,CompShg,HdBoard,0,TA,Gd,PConc,Gd,TA,1168,GasA,1187,0,0,1187,2,3,1,TA,6,Typ,0,Attchd,420,TA,Y,0,NA,GdPrv,Shed,500,3,2010,WD,Normal,
1468,63,8402,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,789,GasA,789,676,0,1465,2,3,1,TA,7,Typ,1,Attchd,393,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1469,85,10176,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,Gable,CompShg,HdBoard,0,TA,TA,PConc,Gd,TA,1300,GasA,1341,0,0,1341,1,2,1,Gd,5,Typ,1,Attchd,506,TA,Y,0,NA,NA,NA,0,2,2010,WD,Normal,
1470,70,8400,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,882,GasA,882,0,0,882,1,2,1,TA,4,Typ,0,Attchd,525,TA,Y,0,NA,MnPrv,NA,0,4,2010,WD,Normal,
1471,26,5858,Pave,NA,AllPub,FR2,NAmes,Norm,Norm,TwnhsE,1Story,7,5,1999,Gable,CompShg,MetalSd,0,Gd,TA,PConc,Gd,TA,1405,GasA,1337,0,0,1337,2,2,1,Gd,5,Typ,1,Attchd,511,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1472,21,1680,Pave,NA,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,HdBoard,504,TA,TA,CBlock,TA,TA,483,GasA,483,504,0,987,1,2,1,TA,5,Typ,0,Detchd,264,TA,Y,0,NA,NA,NA,0,2,2010,COD,Normal,
1473,21,1680,Pave,NA,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,Gable,CompShg,HdBoard,492,TA,TA,CBlock,TA,TA,525,GasA,525,567,0,1092,1,3,1,TA,6,Typ,0,Detchd,320,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1474,24,2280,Pave,NA,AllPub,FR2,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,855,GasA,855,601,0,1456,2,3,1,Gd,6,Typ,1,Attchd,440,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1475,24,2280,Pave,NA,AllPub,FR2,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,Gable,CompShg,Plywood,0,TA,TA,CBlock,Gd,TA,836,GasA,836,0,0,836,1,2,1,TA,4,Typ,0,Attchd,308,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1476,102,12858,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,Gable,CompShg,VinylSd,162,Ex,TA,PConc,Ex,TA,1590,GasA,1627,707,0,2334,2,3,1,Ex,10,Typ,1,Attchd,751,TA,Y,0,NA,NA,NA,0,1,2010,New,Partial,
1477,94,12883,Pave,NA,AllPub,Corner,NridgHt,Norm,Norm,1Fam,1Story,8,5,2009,Gable,CompShg,VinylSd,256,Gd,TA,PConc,Gd,TA,1544,GasA,1544,0,0,1544,2,3,1,Gd,7,Typ,0,Attchd,868,TA,Y,0,NA,NA,NA,0,6,2010,New,Partial,
1478,90,11520,Pave,NA,AllPub,Inside,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,615,Gd,TA,PConc,Ex,TA,1698,GasA,1698,0,0,1698,2,3,1,Ex,7,Typ,1,Attchd,730,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1479,79,14122,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,Hip,CompShg,CemntBd,240,Gd,TA,PConc,Ex,TA,1822,GasA,1822,0,0,1822,2,3,1,Ex,8,Typ,1,Attchd,678,TA,Y,0,NA,NA,NA,0,2,2010,WD,Normal,
1480,110,14300,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,Hip,CompShg,VinylSd,1095,Ex,TA,PConc,Ex,TA,2846,GasA,2696,0,0,2696,2,3,1,Ex,10,Typ,2,Attchd,958,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1481,105,13650,Pave,NA,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,232,Gd,TA,PConc,Gd,TA,1671,GasA,1687,563,0,2250,2,3,1,Gd,7,Typ,1,Attchd,756,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1482,41,7132,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,178,Gd,TA,PConc,Gd,TA,1370,GasA,1370,0,0,1370,2,2,1,Gd,6,Typ,1,Attchd,484,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1483,100,18494,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1324,GasA,1324,0,0,1324,2,3,1,Gd,6,Typ,0,Attchd,430,TA,Y,0,NA,NA,NA,0,1,2010,WD,Normal,
1484,43,3203,Pave,NA,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,14,Gd,TA,PConc,Gd,TA,1145,GasA,1145,0,0,1145,2,2,1,Gd,6,Typ,0,Attchd,437,TA,Y,0,NA,NA,NA,0,1,2010,WD,Normal,
1485,67,13300,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,384,GasA,744,630,0,1374,2,3,1,Gd,7,Typ,1,BuiltIn,400,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1486,63,8577,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,847,GasA,847,886,0,1733,2,3,1,Gd,7,Typ,1,BuiltIn,433,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1487,60,17433,Pave,NA,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,Hip,CompShg,VinylSd,114,Gd,TA,PConc,Ex,TA,1629,GasA,1645,830,0,2475,2,4,1,Gd,7,Typ,1,Attchd,962,TA,Y,0,NA,NA,NA,0,1,2010,WD,Normal,
1488,73,8987,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,226,Gd,TA,PConc,Gd,TA,1595,GasA,1595,0,0,1595,2,2,1,Gd,6,Typ,1,Attchd,880,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1489,92,9215,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,Hip,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1218,GasA,1218,0,0,1218,2,2,1,Gd,4,Typ,0,Attchd,676,TA,Y,0,NA,NA,NA,0,4,2010,New,Partial,
1490,84,10440,Pave,NA,AllPub,Corner,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Ex,TA,1468,GasA,1468,0,0,1468,2,2,1,Gd,6,Typ,1,Attchd,528,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1491,70,11920,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,122,Gd,TA,PConc,Gd,TA,831,GasA,831,828,0,1659,2,3,1,Gd,8,Typ,0,Attchd,484,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1492,70,9800,Pave,NA,AllPub,Corner,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,0,TA,Fa,BrkTil,TA,TA,816,GasA,1012,0,0,1012,1,2,1,TA,5,Typ,0,Detchd,429,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1493,39,15410,Pave,NA,AllPub,CulDSac,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,Hip,CompShg,Plywood,250,TA,Gd,CBlock,TA,TA,1208,GasA,1494,0,0,1494,2,3,1,TA,7,Typ,2,Attchd,461,TA,Y,0,NA,GdPrv,NA,0,4,2010,WD,Abnorml,
1494,85,13143,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,Gable,CompShg,HdBoard,504,Gd,TA,PConc,Gd,TA,1231,GasA,1251,1098,0,2349,2,4,1,Gd,9,Typ,1,Attchd,762,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1495,88,11134,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,Gable,CompShg,HdBoard,180,Gd,TA,PConc,Gd,TA,1390,GasA,1402,823,0,2225,2,4,1,Gd,7,Typ,1,Attchd,713,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1496,25,4835,Pave,NA,AllPub,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,Gable,CompShg,MetalSd,0,Gd,TA,PConc,Ex,TA,1488,GasA,1488,0,0,1488,2,2,1,Gd,6,Typ,1,Attchd,506,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1497,39,3515,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,840,GasA,840,840,0,1680,2,2,1,Gd,3,Typ,0,Attchd,588,TA,Y,0,NA,NA,NA,0,1,2010,WD,Normal,
1498,30,3215,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,Gable,CompShg,MetalSd,120,Gd,TA,PConc,Gd,TA,600,GasA,600,600,0,1200,2,2,1,Gd,4,Typ,0,Detchd,480,TA,Y,0,NA,NA,NA,0,4,2010,ConLD,Normal,
1499,24,2544,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,MetalSd,0,Gd,TA,PConc,Gd,TA,600,GasA,600,600,0,1200,2,2,1,Gd,4,Typ,0,Detchd,480,TA,Y,0,NA,NA,NA,0,2,2010,WD,Normal,
1500,24,2544,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,Gable,CompShg,VinylSd,216,Gd,TA,PConc,Gd,TA,600,GasA,600,636,0,1236,2,2,1,Gd,4,Typ,0,Detchd,480,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1501,NA,2980,Pave,NA,AllPub,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,Gable,CompShg,MetalSd,1159,Gd,TA,PConc,Gd,TA,756,GasA,756,756,0,1512,2,2,1,Gd,5,Typ,0,Detchd,440,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1502,NA,2403,Pave,NA,AllPub,FR2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,530,GasA,530,550,0,1080,2,2,1,Gd,4,Typ,0,Attchd,496,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1503,57,12853,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,Gable,CompShg,CemntBd,0,Gd,TA,PConc,Ex,Po,1642,GasA,1418,0,0,1418,1,1,1,Gd,6,Typ,1,Attchd,852,TA,Y,0,NA,NA,NA,0,4,2010,New,Partial,
1504,68,7379,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,975,GasA,975,873,0,1848,2,3,1,Gd,7,Typ,1,Attchd,592,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1505,80,8000,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1492,GasA,1492,0,0,1492,2,3,1,Gd,6,Typ,1,Attchd,596,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1506,NA,10456,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,Hip,CompShg,HdBoard,120,TA,TA,CBlock,TA,TA,1829,GasA,1829,0,0,1829,2,4,1,TA,8,Typ,0,Attchd,535,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1507,80,10791,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,5,1993,Gable,CompShg,MetalSd,0,TA,TA,PConc,Gd,TA,1280,GasA,1280,1215,0,2495,2,4,1,Gd,9,Typ,1,Attchd,660,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1508,NA,18837,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5,1978,Gable,CompShg,MetalSd,0,TA,TA,PConc,Gd,TA,1224,GasA,1287,604,0,1891,3,3,1,TA,7,Typ,1,Attchd,678,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1509,80,9600,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,715,GasA,930,715,0,1645,1,4,1,TA,7,Typ,0,Attchd,441,TA,Y,0,NA,GdWo,NA,0,6,2010,WD,Normal,
1510,80,9600,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,Hip,CompShg,VinylSd,172,TA,TA,CBlock,TA,TA,1232,GasA,1232,0,0,1232,1,3,1,TA,6,Typ,0,Attchd,490,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1511,90,9900,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,Hip,CompShg,HdBoard,0,TA,TA,PConc,Gd,TA,1209,GasA,1209,0,0,1209,1,3,1,TA,6,Typ,0,Attchd,504,TA,Y,0,NA,NA,NA,0,4,2010,ConLD,Normal,
1512,88,9680,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,Gable,CompShg,Wd Sdng,268,TA,TA,CBlock,TA,TA,1510,GasA,1510,0,0,1510,2,3,1,Gd,6,Typ,0,Attchd,517,TA,Y,0,NA,GdPrv,NA,0,4,2010,WD,Normal,
1513,NA,10600,Pave,Pave,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,533,GasA,1131,644,0,1775,2,3,1,TA,8,Typ,0,Attchd,480,TA,Y,0,NA,NA,NA,0,5,2010,COD,Family,
1514,98,13260,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,5,6,1962,Hip,CompShg,HdBoard,144,TA,TA,CBlock,TA,TA,1728,GasA,1728,0,0,1728,2,6,2,TA,10,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,1,2010,Oth,Abnorml,
1515,68,9724,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,1952,Gable,CompShg,MetalSd,265,Gd,TA,CBlock,TA,TA,1140,GasA,1929,532,0,2461,2,3,1,TA,7,Min2,2,Detchd,400,TA,Y,0,NA,GdWo,NA,0,3,2010,WD,Normal,
1516,120,17360,Pave,NA,AllPub,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,Gable,CompShg,MetalSd,340,TA,Gd,CBlock,TA,TA,782,GasA,1019,537,0,1556,2,3,1,TA,6,Typ,1,Attchd,470,TA,Y,0,NA,NA,NA,0,1,2010,WD,Normal,
1517,75,11380,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,SFoyer,6,8,1966,Gable,CompShg,HdBoard,216,TA,TA,CBlock,TA,TA,1080,GasA,1128,0,0,1128,1,2,1,Gd,5,Typ,1,Attchd,315,TA,Y,0,NA,NA,Shed,1500,1,2010,WD,Normal,
1518,70,8267,Pave,NA,AllPub,Corner,NAmes,Feedr,Norm,Duplex,1Story,5,5,1958,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,1604,GasA,1604,0,0,1604,2,4,2,TA,8,Typ,0,Attchd,576,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1519,70,8197,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,506,Gd,TA,PConc,Gd,TA,1480,GasA,1480,0,0,1480,2,3,1,Gd,7,Typ,0,Attchd,620,TA,Y,0,NA,MnPrv,Shed,300,2,2010,WD,Normal,
1520,NA,8050,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,MetalSd,150,TA,TA,CBlock,TA,TA,1143,GasA,1143,0,0,1143,1,3,1,TA,6,Typ,0,Attchd,308,TA,Y,0,NA,GdPrv,NA,0,5,2010,WD,Normal,
1521,87,10725,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,MetalSd,91,TA,TA,CBlock,TA,TA,1206,GasA,1206,0,0,1206,1,3,1,TA,6,Typ,0,Attchd,312,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1522,80,10032,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1959,Gable,CompShg,Wd Sdng,432,TA,TA,CBlock,TA,TA,1244,GasA,1580,0,0,1580,1,3,1,TA,6,Typ,2,Attchd,440,TA,Y,0,NA,GdWo,NA,0,6,2010,WD,Normal,
1523,60,8382,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,1956,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,832,GasA,832,505,0,1337,1,3,1,TA,5,Typ,0,Attchd,263,TA,Y,0,NA,NA,NA,0,2,2010,WD,Normal,
1524,60,10950,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,Gable,CompShg,WdShing,0,TA,TA,CBlock,TA,TA,864,GasA,1064,0,0,1064,1,2,1,Fa,4,Typ,0,Detchd,318,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
